lat [deg],lon [deg]
-83.89168804925698,-177.83695484766548
-89.2978850109776,-174.9587080017213
-83.45081735887217,-175.24585913674733
-83.7988040319228,-175.34365784264128
-86.71480127483025,-177.24397080346347
-84.77298973331105,-173.6864430254298
-86.18272501453413,-177.08158316715284
-88.90626114735522,-174.12914619875212
-87.58830271993432,-174.48161333807468
-86.74264345099678,-176.7498048839186
-85.69769242786275,-165.25916554327037
-85.19466436002878,-166.6528881796116
-87.94098015299073,-168.57176025717067
-88.03488895756075,-166.45862073130152
-80.54715125413784,-163.17135788955088
-85.79677281362716,-166.46385496770728
-87.68288219493739,-166.65682107512976
-80.77524968658685,-163.83553400129892
-84.24201099763968,-166.27777775578048
-85.54625434276372,-165.48955000461117
-87.37656683830714,-154.29599360909938
-85.89768581220004,-151.8674724343137
-84.81605478018449,-155.53203428885286
-83.89522326978167,-153.28129625099322
-88.92430121992783,-152.7120953775428
-81.18571632829419,-151.88627768770087
-83.11635265580745,-158.38873158057547
-84.74912490213259,-159.07444444504245
-88.95559560543668,-153.8923672177974
-84.69881856813429,-156.39315232630514
-86.34470022149519,-148.39787399733933
-83.49963867613725,-144.2637898840269
-86.0497596044188,-142.1376959008612
-81.73077256160349,-149.63615176027915
-82.87258995198071,-145.2069471365287
-85.55445936750893,-147.75261531064353
-80.74103168524704,-147.56004689533526
-89.85486209247009,-143.30632899246848
-87.24712674577091,-144.4781007282035
-79.40490624375637,-147.06720552529416
-85.09103908311491,-134.50051716946547
-84.19042711607851,-131.41670412719668
-81.74779548136061,-135.68519350988385
-83.78432104344938,-137.91803400044068
-88.96202949307425,-137.5889776925083
-86.83426508750007,-134.4876359938264
-84.22327104511515,-139.54370096907857
-81.19443833050335,-138.90969550694885
-83.70444548063682,-134.70431675215505
-90.85109020609436,-135.58639277017397
-84.71376049297716,-129.3984408284913
-88.41955823116821,-121.90493386037201
-83.16670162395346,-125.8883334219579
-83.86376097269127,-124.61908797970143
-82.91041675347566,-122.78021671733983
-87.14792752871216,-126.87215935675371
-85.20952548467365,-126.15697401576921
-84.42513247095798,-126.81556398479306
-86.26442879652564,-125.22062193748859
-84.36130038167285,-125.16566276853797
-82.69073219361286,-118.54268649012786
-84.93940498566279,-114.55804083125827
-83.58933838678264,-116.8921473383663
-85.15655945081178,-116.63157066526908
-82.92713740845592,-118.86153238068466
-84.72384420978618,-118.68007074408008
-86.81734692857785,-118.14179448363016
-86.40834234292508,-112.63717033260464
-84.24822687410607,-113.97625454589728
-84.82328791559186,-114.60588744969887
-83.61992362128451,-107.03280230796874
-87.89847049563143,-104.44695482146227
