lat [deg],lon [deg],start time [s],duration [s],severity
37.070410716792374,76.19150147075871,430,21600,1
-24.594643635573927,107.07831280461562,620,21600,1
-47.03806363950839,44.997138596945746,1690,21600,1
50.69324109836048,152.15639507438337,2000,21600,1
6.089755599929604,-75.3205788190404,2190,21600,1
-6.363466314166768,-75.68545626286921,2460,21600,1
-16.28036534958778,63.87734966850404,2700,21600,1
85.03584222978085,-58.033321926547295,2930,21600,1
42.076248499238105,86.00149152005953,3060,21600,1
41.876984485965245,74.46428248409315,3450,21600,1
46.46113110051607,105.15530851444787,3790,21600,1
53.53495578335903,157.95472618344547,3890,21600,1
-16.82037157613352,-16.433516465769408,4500,21600,1
-15.558570013697945,163.1303795412308,4790,21600,1
2.5758841725067843,77.58211773516136,4890,21600,1
-13.020868740070963,-138.71051864591564,5030,21600,1
-35.10229533665907,64.42161423365066,5140,21600,1
-76.39185862994545,169.71177005614393,5490,21600,1
-77.3368193326192,117.65883075771475,5530,21600,1
84.36408429658093,25.45937307205031,6800,21600,1
57.862182878340924,-54.33913165963744,7040,21600,1
16.02694715917355,-64.88748518834936,7480,21600,1
53.626543482234524,-134.29459381998103,8660,21600,1
86.81847830229758,-81.0023389342383,10000,21600,1
55.344170658198884,-103.8349028288551,10230,21600,1
67.74250392552509,-85.67854731972912,10620,21600,1
-87.87853140266613,-4.963957509496848,10640,21600,1
-19.717479724367273,-115.32543951375693,11170,21600,1
5.269900140473097,-25.243061175338894,11490,21600,1
86.91022901164905,-153.51283627264633,12490,21600,1
-23.011270883346693,162.90875900241267,13420,21600,1
63.92634815527711,141.24164411012885,14840,21600,1
46.04328813041879,-102.32152643571416,15350,21600,1
-34.67543041580194,44.962129148495514,15820,21600,1
74.4126116551259,107.26687805390964,16320,21600,1
15.495442447644455,-44.39523818727674,16410,21600,1
42.68550283245423,-174.1136704646609,16690,21600,1
-35.917587257495455,-45.01839000203738,17570,21600,1
-7.984810664281316,-37.200650752489636,17880,21600,1
32.34499906483189,-65.72490656907684,18150,21600,1
-23.841440764908725,-19.330545371939877,18170,21600,1
-13.564611972398854,63.71465185105549,18330,21600,1
86.06068119194428,71.43046963510511,18590,21600,1
45.07910045807725,-163.61454986113966,19150,21600,1
-53.75665794873245,7.1924124919902495,19590,21600,1
-79.5090089081977,-135.03301891590937,19650,21600,1
54.53486193420847,15.224417770307138,20260,21600,1
60.264083972404286,36.128390024621275,20610,21600,1
-33.666252322787386,34.870518582303475,20640,21600,1
-36.0219786936129,33.165776223423386,21090,21600,1
84.5434236058294,-133.86820347081232,21700,21600,1
-16.98056263117726,2.6425564084432662,21990,21600,1
-33.04597254294184,96.49236298649018,22640,21600,1
46.28374522095002,-80.78869569060349,22710,21600,1
-5.190545332815343,-113.77989810092582,22900,21600,1
-43.24240301857805,-17.047492592752405,23680,21600,1
45.120108725475646,-52.739835342977614,23910,21600,1
-12.904766596172934,106.38775038226805,24300,21600,1
-34.67543041580194,44.962129148495514,25510,21600,1
41.773136196144854,-114.06004427653654,25550,21600,1
-86.04876332310207,144.8925138424739,25660,21600,1
45.274779591711784,130.00660686790172,25910,21600,1
-68.07379772180158,24.641119517478817,27490,21600,1
35.53524751863294,-125.38326875119725,28440,21600,1
4.97740905951821,145.61187797093345,28530,21600,1
-45.253912558154504,14.518620851108391,28600,21600,1
1.5266871159066064,54.012874681245926,28970,21600,1
-54.0704876831091,-42.995196980009986,30110,21600,1
-44.81534888325296,-8.488300345680779,30970,21600,1
-52.344151379945565,-174.08597844383027,31840,21600,1
-74.5886869472369,-172.76146394766099,33250,21600,1
-37.256600499662994,-153.14633872773936,33500,21600,1
1.3565998607468837,-19.010754940896607,33910,21600,1
-26.824249436749053,126.00459980031174,34040,21600,1
19.31883825480498,-156.10676148490657,34710,21600,1
75.57674180063607,132.5391629941702,34900,21600,1
42.15381643446198,72.26126532223778,35940,21600,1
55.47389042640096,-5.095687417082716,36320,21600,1
-59.68796912528765,-83.88446389965145,36790,21600,1
-64.01547529976095,143.9337472528267,37130,21600,1
7.026836626998588,135.04985996929497,37180,21600,1
-12.326832857034361,-86.45864819753018,37560,21600,1
-81.81008190518897,15.56331855621148,37720,21600,1
33.17844612865324,-67.75193058502421,38600,21600,1
37.39551809220957,45.719323336560635,38710,21600,1
25.852137875849966,62.70252786750448,40970,21600,1
62.905391331051376,-159.09044497773644,41290,21600,1
15.961625983023042,-43.08758558505051,41970,21600,1
-75.29226128055573,16.335351638742488,42600,21600,1
-13.46216709190348,-61.77932611142475,44150,21600,1
-76.31733339490448,-17.074854230857056,44730,21600,1
-87.40038564239669,73.92105461589267,45020,21600,1
43.92805721994257,-55.409776310445416,45570,21600,1
-85.83072454410491,-4.979451755712979,46500,21600,1
-36.48698783333832,-135.78051615464543,46660,21600,1
-65.16667150825268,35.638567382418806,47330,21600,1
4.087940358432512,-110.0859121031384,47380,21600,1
12.551606337790744,19.228433565066098,48150,21600,1
4.3445487878674784,167.3994248734067,49430,21600,1
84.45387433027473,164.87937506669425,49550,21600,1
83.25786394462962,9.23757627802609,49590,21600,1
56.82971554029494,32.78611876979618,50470,21600,1
-25.098627011867055,116.05190894424723,50560,21600,1
-73.85595786806131,-5.11302834458198,54090,21600,1
85.85844271232374,-143.97154724302462,55030,21600,1
-75.19568517123137,-131.1443689849711,55230,21600,1
-27.49842643016951,-172.42028366714513,55940,21600,1
35.865170960239325,144.90366702401795,56470,21600,1
52.331143335703054,86.16260087628787,56680,21600,1
29.635876718791167,-126.04549694866364,56830,21600,1
-87.90391220125802,27.396950884896224,57400,21600,1
57.833068972785554,176.24598772938194,57580,21600,1
44.40926314517534,155.80149078858463,58230,21600,1
-34.54067620235651,131.2954155425479,58570,21600,1
88.59817172356317,123.21047342338919,59190,21600,1
-12.782227860108648,-85.73036512638049,59930,21600,1
67.77076724921835,-159.92792992912302,60120,21600,1
14.704614482264748,-143.33829518993286,60990,21600,1
-77.15538895903539,105.67507861128284,61130,21600,1
74.40451876583067,117.15093325942854,61730,21600,1
-26.52729496350999,102.53791824102798,61990,21600,1
-54.3133310996416,36.762021246046835,62130,21600,1
-73.89993204189824,-51.97763069719795,63120,21600,1
-84.24201099763968,-166.27777775578048,63660,21600,1
27.047953435137465,56.73545503468387,65400,21600,1
61.93447968081643,38.34436647204107,65520,21600,1
-36.050158474210356,138.74262119805454,65530,21600,1
-48.48797228228724,41.58080123505794,65710,21600,1
-77.56742190271366,-96.50797357447688,65890,21600,1
47.0312169361332,7.780482716986182,66820,21600,1
-25.884590618009256,-62.4734465575722,67250,21600,1
34.57239916159076,95.97406825782659,67970,21600,1
-86.40088752605512,33.22692920914941,68210,21600,1
-49.60752883452263,-126.59316682372648,68450,21600,1
-24.839548157550137,-174.24553588854965,68620,21600,1
-57.76649487632901,108.65045822841485,68980,21600,1
32.183225742829066,37.75960535769856,69450,21600,1
-62.79742461298794,144.2968732055247,69740,21600,1
28.711557911353484,140.09305122597405,71390,21600,1
-35.05865471387864,103.94621572521037,72580,21600,1
-55.1313595327296,-127.17141598568638,72660,21600,1
-15.509213689624703,173.9802549831417,74960,21600,1
-45.699648778633424,157.51902567882524,79490,21600,1
-24.905662716696714,-141.57666257070346,80340,21600,1
17.661589753988977,164.36949393706703,80440,21600,1
43.01693810059506,114.07911443613901,80910,21600,1
26.815405834850143,-106.15261328718593,81490,21600,1
77.3776555937089,-135.05020994146588,81970,21600,1
-46.176108173495315,173.0327247313957,82090,21600,1
-48.245886062400714,6.33280958065004,83330,21600,1
-18.63104379028002,92.98180353943378,83370,21600,1
82.58626564347445,-7.6987696859348755,83550,21600,1
14.310542240410806,43.695961731770396,86080,21600,1
