lat [deg],lon [deg]
-84.9377387203416,-174.06185172527665
-84.77801652165772,-176.20130125884373
-82.65070943841694,-176.0210845527365
-85.90975616653016,-174.653621231817
-85.91032497470286,-175.5268485602561
-84.86060110995645,-175.30943325477602
-85.86979775427052,-174.57825690964344
-84.27759944721296,-174.20306458207668
-85.19947404661578,-175.49038164736282
-84.75236942572478,-176.85813437252165
-83.89734409996842,-165.83032097364216
-86.16394612888772,-166.23470569346082
-84.07276794162934,-165.45272009034198
-83.3455346687188,-164.0839252775363
-87.33084991781426,-163.9925827349178
-86.43334138984926,-165.31839003931012
-85.89087380259669,-165.4788514298083
-85.29622234254522,-163.85044475335866
-85.55458397362426,-163.90738512270588
-83.23472407931935,-166.28826819309046
-83.88059835439132,-153.9330967127613
-86.55286201951826,-154.7539544783413
-85.2732391528276,-154.6918137844466
-83.7404854982654,-155.0406081881922
-85.1249941126353,-153.57784496180508
-84.93250444694876,-156.20570678063544
-86.77770392688562,-155.8581579725265
-85.5980038284824,-154.8838350583759
-84.65220339813331,-152.88820131075514
-86.07016950837591,-154.5176564419566
-84.3914158936385,-145.89316605189111
-85.04044899404397,-145.09251996179438
-85.60463235948444,-145.9094807056526
-86.04254681503467,-144.6592355431743
-85.02229471693826,-143.06984150353605
-83.89189263332794,-145.62318540284565
-84.95965557504296,-145.25725039897205
-85.34278921031407,-145.87543207350316
-84.47252269440209,-143.4803639441684
-83.19185152519685,-144.4561839004955
-85.11120782519887,-133.80334881333437
-85.83250514211316,-134.0935967390864
-84.84033646081497,-133.57111631585173
-84.73670534242122,-135.94475332753174
-85.46876532088551,-135.3456540239435
-85.85600832052741,-134.46455754456017
-84.97729086492409,-134.49713963687412
-84.60483230103812,-134.07375416383456
-86.40667211930995,-135.73465116151127
-83.91728397812489,-135.47622515183502
-85.29934782248995,-122.93982351324715
-84.0216938054886,-124.97661669489815
-84.22605237301606,-123.38029444853406
-83.77209063750632,-125.12132406574473
-85.1429407792541,-123.6872566350908
-85.94077768451962,-125.43785037698514
-84.95913640303723,-124.7006389979161
-84.88024152705542,-125.53738404137671
-85.64011709563626,-127.1563671425252
-84.79715897828058,-124.52719288391762
-84.564328721294,-114.81918010060049
-85.2065666722148,-114.43601963204202
-84.6765104513116,-115.13672511031882
-85.62341715109636,-115.27727305341239
-84.51460747999069,-114.67846986418957
-86.93308684372771,-113.66455907057424
-85.26299860628117,-115.68372631110769
-86.10456882584384,-115.47027175111332
-83.29187012235954,-114.59043711000031
-83.21342069477278,-115.77349580169866
-86.09197052594911,-104.70204914292924
-85.6004245727049,-103.58095492810807
-86.18066614136211,-104.56896062882194
-86.24484346418684,-104.8811303872833
-84.06842246590158,-104.73643282687433
-85.38341271471053,-104.1313299783754
-83.57160996260812,-103.93364896688153
-84.67959762388126,-106.68065133397552
-85.69645042335583,-104.23458260703052
-84.3401784103459,-104.29940377876484
-84.30389859399904,-95.42567058028085
-83.93827047090568,-95.00784703547936
-85.9606399926493,-96.03309358738633
-83.95954762735334,-93.36534773103641
-84.3262206913211,-96.0674007270007
-85.12348706944016,-94.93731973553248
-84.08003348645161,-95.13778166612478
-82.72424648303013,-94.1953938143487
-85.3697971944879,-96.40522961518113
-84.54807089655894,-94.44575036059855
-84.52322649708783,-84.92918988628037
-84.6829062651326,-84.37191644299818
-86.26996772023014,-85.26199685167208
-85.0604211409572,-85.58964250755565
-84.96916466705832,-84.99878736465534
-85.27031763628457,-84.1829450935148
-84.65466074395036,-85.93984847532595
-84.47120195589807,-86.21595199098881
-83.7881419936434,-83.38841664740454
-84.50712812023272,-84.79457717594786
-86.07813670586386,-75.27870653126445
-84.83978052791294,-74.90210864239077
-84.24036941577411,-75.06158262417229
-87.45552616472814,-74.04054071385902
-86.12102535022075,-75.54471996084666
-85.25907103601418,-76.04784941519144
-84.68362717603776,-74.91509105154189
-86.35019425201615,-74.27384286557474
-83.61629328976386,-74.31377953698208
-85.048098187348,-73.45979114128787
-84.49259550635982,-62.654260015901066
-85.98379675754184,-65.2692235535496
-84.11731887796593,-63.49945445594924
-84.32078452419692,-65.18954231226826
-84.8166096319629,-64.08367942740675
-84.07513519564223,-64.50155975540865
-83.65347510403474,-66.31225664105581
-84.69563751123908,-64.8437277452329
-83.61056820643168,-63.74260577911372
-85.24702784678455,-66.51632222747136
-84.3923196244251,-55.554281768799655
-86.45221114854472,-53.89462576949221
-84.7890829674842,-55.94878606209711
-84.81676554541576,-54.75168606043376
-84.53978527701845,-56.27651708205907
-84.57167406444266,-56.10333330834615
-84.44407613392788,-54.74780082179919
-84.15814587220072,-55.840019223831426
-84.64869502111442,-55.230298852717496
-85.74955499633737,-53.90422783849988
-84.96077839859774,-43.65789128593974
-86.41635543420462,-46.04318763749019
-84.58874875621036,-44.31515356806638
-84.9148534331817,-46.52613492051186
-84.37008796415184,-45.47357399734653
-82.97065606871817,-43.803838380838414
-84.98113629106076,-43.473560362941775
-86.1555242402164,-45.96373497783152
-85.72831377550628,-44.814467071261845
-85.53246470349566,-46.96481811627614
-85.95116071124183,-35.76506744482864
-85.86508421541576,-32.85432513276285
-81.9587211060431,-33.91027334978597
-85.33962170257074,-35.25286300143858
-82.81614513249161,-34.67654047425369
-85.91132557021045,-34.35103436245789
-83.78060716388123,-35.6534719093413
-85.85045341742227,-34.780274039873326
-81.98156367864526,-34.09603082405913
-85.30977447101044,-36.134313588816056
-84.80266986193953,-25.527141097158843
-83.96011573284225,-24.93569128268225
-85.31322617458656,-25.25006444502046
-83.99854058339571,-25.25752210256249
-85.25795230601035,-23.145900924688984
-84.57093086474701,-25.864185305163847
-84.41502141747844,-26.56004178015714
-83.68900241612019,-24.501768198708547
-85.68848023070301,-25.70445306102903
-85.0115999238859,-25.823656791549876
-86.055781812342,-14.141780354854479
-85.22557712068753,-15.22628739325547
-86.76624078730451,-12.703443409258409
-84.96176550359998,-16.80783502163589
-86.15832227248913,-15.481369287847718
-85.01439481085276,-14.92934974937824
-85.66370312032349,-16.17669448458331
-85.10991260490559,-14.217753279280684
-84.59256283901337,-13.8595281354091
-84.91965914785861,-14.30523104339331
-85.05618923518044,-8.133502977859838
-87.03381651231585,-5.980383675389191
-84.27963620439868,-3.84988801077661
-84.05462217634995,-6.1423928707282
-86.79575234235533,-5.337154152459065
-85.53269045194864,-4.803800725554529
-85.07291179700853,-4.558260811379415
-84.95177047502762,-5.472021266268792
-84.3616828576666,-3.7792620739518945
-84.94639970748085,-3.6935213049312043
-83.68394002526887,3.2366070478183415
-84.27645916055113,3.6051948656265935
-85.41899072465185,3.8067092740393322
-86.4067189770867,4.970983610673103
-85.88102752350414,4.682205551427912
-82.26190981291776,4.526847310083352
-84.72968465006042,6.5046210165241405
-84.93942817124847,3.9338600824428296
-84.242139936704,5.038877247853083
-86.3629581509398,4.807436273483594
-84.86778129903169,13.69959706196373
-85.38125989875391,14.558452147508552
-83.46170821371548,15.578717387736278
-86.43439471142968,17.873075591933457
-84.9689226492135,15.704230422295312
-84.95352895172937,16.243499985652296
-84.11207960424323,14.742840128888501
-86.51182020176516,12.897821583778374
-85.96413500443873,15.531298662240602
-84.26021399662994,14.870001072487682
-86.22061415407923,24.832861156354987
-85.41234423890356,23.952344241992776
-85.99627854668762,24.527797345004657
-86.56091659290604,24.59535228159861
-86.03211546717687,24.624966852588095
-85.8169394476472,23.901701935864853
-84.83838750056276,23.50136622281449
-85.37506940192475,25.33265242874564
-83.65519566341641,23.856755759272843
-85.91211763399693,24.48540079152975
-85.32409185719659,34.015522310634935
-81.85522093129342,35.28112068861911
-85.43015246363652,34.88134738220114
-87.2847398994736,35.12321271630505
-84.91695373855815,35.079099428236276
-85.62100923649072,33.91050094537913
-86.03176837045498,32.588801049413206
-82.67811270156899,35.82302196783386
-85.72808862802079,36.11140536839571
-85.41760601484494,35.2100797071644
-86.87865266410407,45.37941165739954
-83.81979816758741,45.307301485988475
-85.05110170533916,45.53022171343119
-84.99427848521418,45.073707165413666
-85.49052650572105,44.993402729718404
-85.48880562378808,44.54573684531556
-85.041417270182,42.91975621611274
-85.85553151547799,44.62266484794245
-85.45328269828616,45.08356084302056
-84.61084555036476,43.98602827199594
-83.22676617401342,55.10154617563356
-86.90255435376866,55.18299429098679
-85.90886834792167,54.95107271150015
-84.09941084953977,55.25347152480974
-83.78585380077637,55.9134692039356
-83.65562405377212,55.405117648234054
-85.0816478809224,57.400642364144076
-84.48137559300122,54.40306442494532
-84.67163381379598,54.153895691908644
-85.86038034899963,55.232188821663286
-84.0664122677655,64.53829531624919
-84.9839970354895,65.90114210743452
-86.26496023171154,64.10844306317227
-85.23938529017965,65.28930130925195
-85.17712666370281,65.43089020808354
-84.96676490770682,64.68431930110836
-84.60890564564431,64.44714667870159
-85.98494465452845,65.77203035525416
-85.30146534419012,63.541766813014824
-85.97525129939827,64.29553461955805
-85.23829208189996,75.86207495029868
-85.0983577064745,75.89162271917367
-82.4866107639576,74.29490687289066
-84.67878427109403,75.06743190058073
-84.61726537158378,76.76681447866484
-86.43828660942098,74.10823432432358
-85.68266551815994,75.97775243782228
-85.12196498331535,76.57427163317955
-84.33811216737563,74.52944774712988
-83.21712492471404,74.16079264613343
-83.15140385477181,85.4938868755266
-85.89233951414423,85.76126048644163
-84.14585613962508,85.95442406779513
-84.0138257836765,84.95609674114584
-87.55398402007604,85.64509823538877
-84.93076196693967,86.9132130693926
-85.87068126491899,85.12121860940394
-86.03724286288818,87.39301579427853
-85.04553227994754,85.78143096825465
-86.22054574162638,83.50126088465564
-84.7477587911132,94.53908905752614
-82.8135283613061,93.11711635077855
-85.76307794155164,95.42951249236897
-87.10001586392855,95.43346982197383
-85.77944647389377,94.34589102865259
-85.1974561942942,95.33917895919039
-83.7728727381261,96.16050096892359
-83.30015577770249,94.52585569737506
-84.58940749503742,94.96783049333278
-87.34202380346083,94.55155055088399
-87.29035444420799,105.50007192285474
-86.63886683089552,103.6929395841516
-83.3508270981034,106.81614865965997
-84.62257834108419,105.02838236198502
-85.83082787860361,105.1734195558557
-84.22104208554462,105.73769092580655
-83.4393936810742,105.09776775658804
-84.8140165072523,107.05507874041443
-84.78837127082683,106.6071493142258
-83.84746157578384,105.84775967855059
-83.7384333112201,115.02112025062686
-85.92628108582949,114.55683830782624
-84.00609317909343,113.78486959882599
-85.89984719852652,115.26551958550785
-84.53237917065113,115.07185779698877
-84.79314332186976,114.90289768995119
-85.25166195200528,115.03134509416016
-85.12187202962924,117.45563338175542
-83.51356210656475,114.83034749284755
-85.31536091124102,113.24341806055364
-84.42452497090281,124.84170350715493
-84.80469234230948,124.3269428053688
-84.84876147427258,125.03316170799656
-85.90627903855606,123.93568017024874
-84.84528287068598,124.99888394838364
-84.31946120016312,124.2894539570903
-85.90522244321878,125.35000940150701
-86.86385672638998,125.4697585109189
-85.63842122182052,124.7458081700623
-85.22997011521392,125.30895434788907
-84.15754125595414,134.7303889144985
-85.77001805059871,134.3033899873924
-84.73198301064772,137.55117487316858
-83.32514105644154,133.85671911578186
-85.30242417882832,135.6914632677269
-84.02859873883789,133.37897361268688
-86.24822288929282,134.9751961190162
-85.02010140005586,136.37332276188047
-85.5322386547878,134.83174025969336
-86.44548838860973,135.1318159450401
-84.33335334764826,144.19324189614818
-83.55941421771438,146.2597342038233
-84.94877254462293,145.60036705399895
-84.26912393413416,147.14741594380754
-83.69742486799598,145.07075007564148
-85.06368507869051,144.55336628950454
-86.26880588845901,143.9301181222815
-85.32690531988919,145.5318088053507
-84.17773342067117,144.5338597867707
-84.42346548197393,145.71687385734316
-82.64261048199528,155.35405604072886
-84.98807273100013,154.3928603199157
-86.25630611759436,155.34166254740782
-85.98596579428829,156.83875914986342
-84.47057718997928,153.87344167128708
-85.07864039339566,154.40133281080085
-85.66426216817328,153.26462256502816
-83.4584341309316,154.4378533457168
-84.72741515378246,154.1359659201437
-86.93081619285405,154.6151747276214
-84.81360879066405,164.2113797918611
-85.43525646561368,164.91281448791173
-83.47047521651733,163.95685899499702
-85.62354277636574,165.03241478590527
-86.68271234347323,165.04853282118336
-84.94475422010159,164.63053250618643
-83.61842310491782,162.8777433085646
-84.23065647504255,163.69652439622615
-86.7890886580426,163.2704545123563
-86.52496763024772,164.98760880990127
-84.55671132837037,175.14505673184323
-84.9486067287528,175.33323481711705
-83.04148833623474,176.077728060735
-83.61120253552804,174.25700642235205
-84.97920835054754,175.30912927093377
-82.44230005337914,175.91722479612673
-85.05769794835273,173.7013183345587
-86.05947406010604,175.81386781461268
-83.26676033643746,176.7437083582626
-85.21110591221989,176.99761269627786
-76.27323918006734,-175.21959115859116
-73.8210521773588,-175.44346518200592
-74.11289974854537,-174.8134221678595
-74.84629242448263,-175.87617282754582
-75.709540577667,-176.0505480746606
-75.7846007675347,-173.3977328372923
-74.2112128118292,-175.7284731355977
-74.73604148731866,-174.68225538391331
-75.73080267641431,-174.36129748251102
-73.44366088300849,-174.99963392602382
-76.88476975813884,-165.7399396371672
-74.18432504984355,-165.00478941306025
-75.02489799760829,-163.8280989000656
-75.1067389751524,-163.33673329398425
-74.71554523607396,-164.96831847734
-76.25893386597379,-165.7400127293321
-73.53064287014172,-163.79492818572183
-73.67567419999413,-166.30844332562532
-73.78653786082744,-165.0938094897516
-75.16607385154691,-164.0646757613135
-73.79797440345337,-155.2238990623978
-77.10647747332568,-155.09780417571434
-75.66393119025466,-153.2530870402613
-75.38445471879177,-154.46439425521132
-76.67959423780563,-156.6240328909654
-76.21451700368526,-154.78760021328296
-75.14969633958488,-153.48035896447138
-76.07806440916664,-154.81875074068665
-75.6494293894891,-154.08609178282373
-75.10560144804704,-155.19002863243287
-76.38697840883022,-144.98434766386714
-74.23897537975628,-144.1228728415805
-74.68380390646611,-144.05507280097683
-74.21017151563152,-144.82827722362902
-76.80353146958349,-143.81915096454847
-75.57163143869477,-144.10828261504435
-75.15888697647705,-145.33319254221956
-75.30770281698068,-144.28160474892803
-74.1624063324738,-145.25959905113757
-74.04208973703565,-145.09410910616376
-76.41517350717122,-135.8926215162845
-73.86746925719497,-133.5845793234989
-74.25466109371686,-134.79660530893923
-76.28120299649176,-134.37019416306626
-74.40900660206665,-134.64262831081732
-74.0789019917717,-136.23368980861056
-75.60104330169624,-134.9433715560305
-73.73926939013596,-135.4195235629444
-74.19770233713803,-134.5072348370751
-73.95152363522547,-135.82423566041584
-74.25566749423265,-124.77599379731512
-74.9451131609333,-127.22480955065957
-75.84607016968437,-125.54316909486428
-75.09666856250381,-125.80190978815986
-74.98805055984718,-123.50545286218315
-73.06450109756483,-125.23895796948646
-75.82582724176768,-126.11273274688368
-74.46541854736495,-124.83699762221956
-75.02876627222085,-125.78486254867202
-75.22944972265172,-123.60368067671574
-77.14585196159088,-114.8103698386891
-75.70188546283377,-115.20782996179038
-74.81377930113469,-112.50136134085882
-75.95104324537488,-115.13961529436511
-75.86394485233826,-113.66601747530147
-76.01491704233715,-115.35543973280893
-75.91700307375784,-113.20609884334229
-72.35556004412818,-115.81101242660189
-74.9913032587213,-115.41345185571761
-75.11924302251607,-114.02619780905806
-72.9426101250567,-103.86006120093096
-76.77675198328402,-104.28716007383572
-74.33980534757761,-104.1734955056437
-75.71631312060424,-105.01711195912229
-75.27739713353321,-104.92929032032322
-74.07380880806762,-105.71011399656477
-74.1280232087878,-104.80061247335844
-74.2101692827288,-106.0904469114072
-76.23666842483696,-104.88149827322002
-74.1684103625617,-105.31505166330368
-73.97607719345112,-93.2290089889431
-74.69070666936338,-94.89171774839603
-74.85362809329888,-96.01796425242946
-76.57382205093609,-93.61104260792169
-75.43445070746458,-94.06550820379617
-75.60196310729124,-94.6598281596721
-74.8213967854291,-94.93957571880271
-74.96108241225136,-93.90210121877685
-75.74276336157122,-94.21217511121542
-75.14320024047245,-94.04130789299214
-74.65931893455564,-84.81725959938531
-75.63081359187719,-84.00203059640955
-75.26670756891518,-83.97289158245391
-73.83927359232214,-83.7799668257103
-74.94630634042667,-84.17945771550096
-74.08544215259882,-85.90356204925877
-76.34065931844921,-85.80082582207699
-73.54389511193419,-84.42976837231028
-74.52143673173154,-82.89083572340049
-75.06505324692198,-85.82284774447841
-74.14584479217913,-74.69086042393211
-75.03725852972984,-76.95977040705404
-72.97773558758324,-75.73993950755008
-73.8726089656875,-74.15960122155789
-73.0360352065853,-74.4762176970586
-74.87073504588103,-73.53151820391686
-75.34308736807436,-74.75188198285507
-74.35833654134827,-74.21710834552704
-74.8675752852487,-75.70678428968554
-75.56347094322545,-75.01011270480335
-75.21047482081443,-66.55626837544479
-74.26536302813601,-63.35507394348737
-76.83394397646029,-64.50276544141467
-74.38230362980873,-65.35239814418374
-75.61964507963047,-65.15038675059537
-75.26462427151,-65.8335804389222
-76.70917100444338,-65.20527640908925
-73.0300868798094,-64.8887896390679
-73.02918242857582,-65.11397024607824
-74.92098287033963,-64.36623297339938
-77.02291556887359,-54.86700968642432
-75.41244769834799,-54.44749432207894
-76.12285225760411,-55.28027929278056
-74.53832448363367,-55.267529291380754
-74.7796456000974,-54.266449202108866
-77.12965700218685,-54.88196739300216
-73.94152070578338,-53.73769392634626
-75.7937114315495,-54.45037252390396
-75.09792796462523,-55.305680537766946
-76.87420468974652,-54.14904333644358
-74.33981656982513,-44.8313166306269
-76.04863873858314,-44.53760376670261
-73.58465054936502,-42.980791169691464
-76.47559348698584,-43.19091086272018
-76.66988794395537,-46.88990578466051
-74.09466915092385,-44.677280882045594
-75.93116631501911,-43.39388511283319
-74.92500024931451,-44.03259873004988
-76.03470824904238,-45.4909810786963
-75.66030994717615,-43.97471161504962
-75.78607049230884,-35.91298273732471
-76.3284180120435,-35.10269777048142
-75.71623931908287,-35.04098439642775
-75.28745646640417,-35.70131977952638
-75.02193378774525,-35.28431348729031
-74.29815513890196,-36.56305994956639
-75.9092342095203,-35.2150849566166
-74.23859508731769,-34.032721092395434
-74.33892927437586,-33.830334301469534
-75.61449659803704,-35.69072292442115
-74.01397211548988,-24.30909204120876
